block,trial,image,type,thisN,thisTrialN,thisRepN,response.keys,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,Welcome.started,text.started,text_2.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial_ex.started,cross.started,cross.stopped,faces.started,response.started,faces.stopped,response.stopped,trial_ex.stopped,trial_loop.response.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.010742499987827614,0.014339599991217256,0.014339599991217256,0.014339599991217256,2.570974299989757,space,2.5524231000017608,None,,,,,,,,,,229163 ,001,2025-05-04_16h42.17.623,project,2024.2.4,165.21361294218596,2025-05-04 16h42.21.190176 +0700,
1,1,faces/unknown/unknown_48.jpg,unknown,0,0,0,None,0,0,0,0,2.6143544999940787,,,,,,,,,,2.603644799994072,3.559459899988724,4.202153499994893,4.559323499997845,4.559323499997845,6.5779456999880495,6.5779456999880495,6.54897709999932,None,229163 ,001,2025-05-04_16h42.17.623,project,2024.2.4,165.21361294218596,2025-05-04 16h42.21.190176 +0700,
1,2,faces/unknown/unknown_174.jpg,unknown,1,1,0,None,0,1,1,1,6.5779456999880495,,,,,,,,,,6.573962999987998,7.541293599992059,8.159964699996635,8.541160699998727,8.541160699998727,10.565617100000964,10.565617100000964,10.530679499992402,None,229163 ,001,2025-05-04_16h42.17.623,project,2024.2.4,165.21361294218596,2025-05-04 16h42.21.190176 +0700,
1,3,faces/unknown/unknown_66.jpg,unknown,2,2,0,None,0,2,2,2,10.565617100000964,,,,,,,,,,10.557665999993333,11.523170299988124,12.420017099997494,12.523077199992258,12.523077199992258,14.541368799997144,14.541368799997144,14.512587999997777,None,229163 ,001,2025-05-04_16h42.17.623,project,2024.2.4,165.21361294218596,2025-05-04 16h42.21.190176 +0700,
1,4,faces/unknown/unknown_267.jpg,unknown,3,3,0,None,0,3,3,3,14.541368799997144,,,,,,,,,,14.537872000000789,15.504939899998135,16.219832599992515,16.50491129999864,16.50491129999864,18.522949599995627,18.522949599995627,18.493813199995202,None,229163 ,001,2025-05-04_16h42.17.623,project,2024.2.4,165.21361294218596,2025-05-04 16h42.21.190176 +0700,
1,5,faces/unknown/unknown_210.jpg,unknown,4,4,0,,0,4,4,4,18.522949599995627,,,,,,,,,,18.51941049999732,,,,,,,,,,,,,,,,
