block,trial,image,type,thisN,thisTrialN,thisRepN,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,Welcome.started,text.started,text_2.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial_ex.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.007116699998732656,0.01065569999627769,0.01065569999627769,0.01065569999627769,1.3546323999908054,space,1.3379509000078542,None,,581802,001,2025-05-04_17h01.41.076,project,2024.2.4,166.22589100866116,2025-05-04 17h01.45.666942 +0700,
1,1,faces/unknown/unknown_48.jpg,unknown,0,0,0,0,0,0,0,1.3617723999923328,,,,,,,,,,1.3590956999978516,,,,,,,,
