block,trial,image,type,thisN,thisTrialN,thisRepN,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,Welcome.started,text.started,text_2.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial_ex.started,cross.started,cross.stopped,trial_ex.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.009517700003925711,0.01937069999985397,0.01937069999985397,0.01937069999985397,5.468611900010728,space,5.445242700006929,None,,,,,727837,001,2025-05-04_16h59.14.809,project,2024.2.4,165.52399930169923,2025-05-04 16h59.18.774063 +0700,
1,1,faces/unknown/unknown_48.jpg,unknown,0,0,0,0,0,0,0,5.478914100007387,,,,,,,,,,5.473085200006608,6.461154100004933,,7.353504700004123,,,,,,,,
