11.3239 	INFO 	Loaded monitor calibration from ['2025_03_07 15:28']
11.3291 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
13.1903 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B11675C040>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B11675CC70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001B116807DF0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.1904 	EXP 	window1: backgroundImage = ''
13.1904 	EXP 	window1: backgroundFit = 'none'
13.2343 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.2343 	EXP 	window1: recordFrameIntervals = False
13.3096 	EXP 	window1: recordFrameIntervals = True
13.4018 	EXP 	Screen (0) actual frame rate measured at 119.54Hz
13.4019 	EXP 	window1: recordFrameIntervals = False
15.5069 	INFO 	keyboard.Keyboard is using iohub backend.
15.5070 	INFO 	keyboard.Keyboard is using iohub backend.
15.5070 	INFO 	keyboard.Keyboard is using iohub backend.
15.5070 	EXP 	project: status = STARTED
15.5705 	EXP 	Created Start_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Start_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
15.5863 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
15.5898 	EXP 	Created faces_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces_image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
15.5941 	EXP 	Created Endding = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Endding', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Endding block\nThankyou for your patient', units='height', win=Window(...), wrapWidth=1)
0.0035 	INFO 	Keyboard events cleared
0.0032 	EXP 	Start_text: autoDraw = True
30.2248 	EXP 	Imported blocks/block3.csv as conditions, 50 conditions, 4 params
30.2251 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'block': 3, 'trial': 1, 'image': 'faces/unknown/unknown_180.jpg', 'type': 'unknown', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
30.2258 	DATA 	Keypress: space
30.2268 	EXP 	Start_text: autoDraw = False
31.2156 	EXP 	fixation: autoDraw = True
32.0412 	INFO 	Keyboard events cleared
32.0408 	EXP 	fixation: autoDraw = False
32.0408 	EXP 	fixation: autoDraw = False
32.0408 	EXP 	faces_image: image = 'faces/unknown/unknown_180.jpg'
32.0408 	EXP 	faces_image: autoDraw = True
34.0079 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'block': 3, 'trial': 2, 'image': 'faces/unknown/unknown_261.jpg', 'type': 'unknown', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
34.0159 	EXP 	faces_image: autoDraw = False
34.9907 	EXP 	fixation: autoDraw = True
35.9928 	INFO 	Keyboard events cleared
35.9926 	EXP 	fixation: autoDraw = False
35.9926 	EXP 	fixation: autoDraw = False
35.9926 	EXP 	faces_image: image = 'faces/unknown/unknown_261.jpg'
35.9926 	EXP 	faces_image: autoDraw = True
37.9662 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'block': 3, 'trial': 3, 'image': 'faces/unknown/unknown_188.jpg', 'type': 'unknown', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
37.9741 	EXP 	faces_image: autoDraw = False
38.9574 	EXP 	fixation: autoDraw = True
39.6985 	INFO 	Keyboard events cleared
39.6982 	EXP 	fixation: autoDraw = False
39.6982 	EXP 	fixation: autoDraw = False
39.6982 	EXP 	faces_image: image = 'faces/unknown/unknown_188.jpg'
39.6982 	EXP 	faces_image: autoDraw = True
41.6745 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'block': 3, 'trial': 4, 'image': 'faces/known/known_10.jpg', 'type': 'known', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
41.6825 	EXP 	faces_image: autoDraw = False
42.6658 	EXP 	fixation: autoDraw = True
43.4605 	WARNING 	Requested image 'faces/known/known_10.jpg' not found but similar filename 'faces/known/known_10.png' exists. This will be used instead but changing the filename is advised.
43.5036 	INFO 	Keyboard events cleared
43.5032 	EXP 	fixation: autoDraw = False
43.5032 	EXP 	fixation: autoDraw = False
43.5032 	EXP 	faces_image: image = 'faces/known/known_10.jpg'
43.5032 	EXP 	faces_image: autoDraw = True
45.4664 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'block': 3, 'trial': 5, 'image': 'faces/unknown/unknown_269.jpg', 'type': 'unknown', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
45.4741 	EXP 	faces_image: autoDraw = False
45.5337 	DATA 	Keypress: space
46.4491 	EXP 	fixation: autoDraw = True
47.1527 	INFO 	Keyboard events cleared
47.1524 	EXP 	fixation: autoDraw = False
47.1524 	EXP 	fixation: autoDraw = False
47.1524 	EXP 	faces_image: image = 'faces/unknown/unknown_269.jpg'
47.1524 	EXP 	faces_image: autoDraw = True
49.1248 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'block': 3, 'trial': 6, 'image': 'faces/unknown/unknown_203.jpg', 'type': 'unknown', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
49.1323 	EXP 	faces_image: autoDraw = False
50.1074 	EXP 	fixation: autoDraw = True
50.9855 	INFO 	Keyboard events cleared
50.9851 	EXP 	fixation: autoDraw = False
50.9851 	EXP 	fixation: autoDraw = False
50.9851 	EXP 	faces_image: image = 'faces/unknown/unknown_203.jpg'
50.9851 	EXP 	faces_image: autoDraw = True
52.9578 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'block': 3, 'trial': 7, 'image': 'faces/unknown/unknown_183.jpg', 'type': 'unknown', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
52.9657 	EXP 	faces_image: autoDraw = False
53.9491 	EXP 	fixation: autoDraw = True
54.8689 	INFO 	Keyboard events cleared
54.8686 	EXP 	fixation: autoDraw = False
54.8686 	EXP 	fixation: autoDraw = False
54.8686 	EXP 	faces_image: image = 'faces/unknown/unknown_183.jpg'
54.8686 	EXP 	faces_image: autoDraw = True
56.8413 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'block': 3, 'trial': 8, 'image': 'faces/unknown/unknown_96.jpg', 'type': 'unknown', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
56.8490 	EXP 	faces_image: autoDraw = False
57.8325 	EXP 	fixation: autoDraw = True
58.6974 	INFO 	Keyboard events cleared
58.6970 	EXP 	fixation: autoDraw = False
58.6970 	EXP 	fixation: autoDraw = False
58.6970 	EXP 	faces_image: image = 'faces/unknown/unknown_96.jpg'
58.6970 	EXP 	faces_image: autoDraw = True
60.6662 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'block': 3, 'trial': 9, 'image': 'faces/unknown/unknown_158.jpg', 'type': 'unknown', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
60.6742 	EXP 	faces_image: autoDraw = False
61.6493 	EXP 	fixation: autoDraw = True
62.6459 	INFO 	Keyboard events cleared
62.6455 	EXP 	fixation: autoDraw = False
62.6455 	EXP 	fixation: autoDraw = False
62.6455 	EXP 	faces_image: image = 'faces/unknown/unknown_158.jpg'
62.6455 	EXP 	faces_image: autoDraw = True
64.6162 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'block': 3, 'trial': 10, 'image': 'faces/unknown/unknown_285.jpg', 'type': 'unknown', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
64.6241 	EXP 	faces_image: autoDraw = False
65.5992 	EXP 	fixation: autoDraw = True
66.4578 	INFO 	Keyboard events cleared
66.4576 	EXP 	fixation: autoDraw = False
66.4576 	EXP 	fixation: autoDraw = False
66.4576 	EXP 	faces_image: image = 'faces/unknown/unknown_285.jpg'
66.4576 	EXP 	faces_image: autoDraw = True
68.4248 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'block': 3, 'trial': 11, 'image': 'faces/unknown/unknown_141.jpg', 'type': 'unknown', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
68.4327 	EXP 	faces_image: autoDraw = False
69.4158 	EXP 	fixation: autoDraw = True
70.0758 	INFO 	Keyboard events cleared
70.0756 	EXP 	fixation: autoDraw = False
70.0756 	EXP 	fixation: autoDraw = False
70.0756 	EXP 	faces_image: image = 'faces/unknown/unknown_141.jpg'
70.0756 	EXP 	faces_image: autoDraw = True
72.0496 	EXP 	New trial (rep=0, index=11): <Trial 11 (11 in rep 0) data={'block': 3, 'trial': 12, 'image': 'faces/known/known_28.jpg', 'type': 'known', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 0}>
72.0575 	EXP 	faces_image: autoDraw = False
73.0327 	EXP 	fixation: autoDraw = True
73.9025 	WARNING 	Requested image 'faces/known/known_28.jpg' not found but similar filename 'faces/known/known_28.png' exists. This will be used instead but changing the filename is advised.
73.9486 	INFO 	Keyboard events cleared
73.9481 	EXP 	fixation: autoDraw = False
73.9481 	EXP 	fixation: autoDraw = False
73.9481 	EXP 	faces_image: image = 'faces/known/known_28.jpg'
73.9481 	EXP 	faces_image: autoDraw = True
75.9080 	EXP 	New trial (rep=0, index=12): <Trial 12 (12 in rep 0) data={'block': 3, 'trial': 13, 'image': 'faces/known/known_7.jpg', 'type': 'known', 'thisN': 12, 'thisTrialN': 12, 'thisRepN': 0}>
75.9160 	EXP 	faces_image: autoDraw = False
76.8992 	EXP 	fixation: autoDraw = True
77.6606 	WARNING 	Requested image 'faces/known/known_7.jpg' not found but similar filename 'faces/known/known_7.png' exists. This will be used instead but changing the filename is advised.
77.7078 	INFO 	Keyboard events cleared
77.7075 	EXP 	fixation: autoDraw = False
77.7075 	EXP 	fixation: autoDraw = False
77.7075 	EXP 	faces_image: image = 'faces/known/known_7.jpg'
77.7075 	EXP 	faces_image: autoDraw = True
78.9444 	DATA 	Keypress: space
79.6669 	EXP 	New trial (rep=0, index=13): <Trial 13 (13 in rep 0) data={'block': 3, 'trial': 14, 'image': 'faces/unknown/unknown_106.jpg', 'type': 'unknown', 'thisN': 13, 'thisTrialN': 13, 'thisRepN': 0}>
79.6743 	EXP 	faces_image: autoDraw = False
80.6494 	EXP 	fixation: autoDraw = True
81.6417 	INFO 	Keyboard events cleared
81.6415 	EXP 	fixation: autoDraw = False
81.6415 	EXP 	fixation: autoDraw = False
81.6415 	EXP 	faces_image: image = 'faces/unknown/unknown_106.jpg'
81.6415 	EXP 	faces_image: autoDraw = True
83.6160 	EXP 	New trial (rep=0, index=14): <Trial 14 (14 in rep 0) data={'block': 3, 'trial': 15, 'image': 'faces/unknown/unknown_63.jpg', 'type': 'unknown', 'thisN': 14, 'thisTrialN': 14, 'thisRepN': 0}>
83.6242 	EXP 	faces_image: autoDraw = False
84.5994 	EXP 	fixation: autoDraw = True
85.2833 	INFO 	Keyboard events cleared
85.2831 	EXP 	fixation: autoDraw = False
85.2831 	EXP 	fixation: autoDraw = False
85.2831 	EXP 	faces_image: image = 'faces/unknown/unknown_63.jpg'
85.2831 	EXP 	faces_image: autoDraw = True
