block,trial,image,type,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,Welcome.started,Start_text.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial_ex.started,fixation.started,fixation.stopped,trial_ex.stopped,faces.started,faces_image.started,response.started,faces.stopped,trial_loop.response.keys,trial_loop.response.rt,trial_loop.response.duration,end_block.started,Endding.started,Endding.stopped,end_block.stopped,pressed_trials,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0013520000502467155,0.0031361000146716833,0.0031361000146716833,15.623199800029397,space,15.609369300014805,None,,,,,,,,,,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,1,faces/unknown/unknown_109.jpg,unknown,0,0,0,None,,,0,0,0,0,15.629794500011485,,,,,,,,,15.628152400022373,16.618925100017805,17.569919500034302,17.519746600009967,17.55948850000277,17.569919500034302,17.569919500034302,19.527298700006213,None,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,2,faces/unknown/unknown_211.jpg,unknown,1,1,0,None,,,0,1,1,1,19.535389800032135,,,,,,,,,19.527534300053958,20.51866850000806,21.19579030002933,21.16103270003805,21.19363490003161,21.19579030002933,21.19579030002933,23.16909720003605,None,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,3,faces/unknown/unknown_174.jpg,unknown,2,2,0,None,,,0,2,2,2,23.17711450002389,,,,,,,,,23.169352299999446,24.1520959000336,24.80118810001295,24.7615599000128,24.79890490003163,24.80118810001295,24.80118810001295,26.76928620005492,None,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,4,faces/known/known_4.jpg,known,3,3,0,space,0.8376302999677137,0.13306580000789836,0,3,3,3,26.77692700002808,,,,,,,,,26.769458000024315,27.752203200012445,28.698561800003517,28.66100760002155,28.69617490004748,28.698561800003517,28.698561800003517,30.66908980003791,space,0.8376302999677137,0.13306580000789836,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,5,faces/unknown/unknown_114.jpg,unknown,4,4,0,None,,,0,4,4,4,30.67703200003598,,,,,,,,,30.669368400005624,31.65203910000855,32.55133050004952,32.519078400044236,32.54881900001783,32.55133050004952,32.55133050004952,34.51917300000787,None,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,6,faces/known/known_2.jpg,known,5,5,0,space,0.922594300005585,0.13564240001142025,0,5,5,5,34.52723960002186,,,,,,,,,34.519333700009156,35.51037500001257,36.14190330001293,36.102636000025086,36.139734100026544,36.14190330001293,36.14190330001293,38.110873300000094,space,0.922594300005585,0.13564240001142025,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,7,faces/known/known_37.jpg,known,6,6,0,space,1.07546820002608,0.11934269999619573,0,6,6,6,38.118807600054424,,,,,,,,,38.11111690005055,39.094195700017735,39.92501460004132,39.88622300000861,39.922656500013545,39.92501460004132,39.92501460004132,41.89450880000368,space,1.07546820002608,0.11934269999619573,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,8,faces/unknown/unknown_153.jpg,unknown,7,7,0,None,,,0,7,7,7,41.90217970003141,,,,,,,,,41.89474890002748,42.8773446000414,43.62475740001537,43.586781200021505,43.62245410005562,43.62475740001537,43.62475740001537,45.594231499999296,None,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,9,faces/unknown/unknown_29.jpg,unknown,8,8,0,None,,,0,8,8,8,45.60263340000529,,,,,,,,,45.59443660004763,46.5857432000339,47.28780450002523,47.25290510000195,47.285483000043314,47.28780450002523,47.28780450002523,49.261087300023064,None,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,10,faces/unknown/unknown_290.jpg,unknown,9,9,0,None,,,0,9,9,9,49.269212100014556,,,,,,,,,49.261308300017845,50.244212300051004,50.87348860001657,50.836755399999674,50.871254900004715,50.87348860001657,50.87348860001657,52.84376680001151,None,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,11,faces/unknown/unknown_32.jpg,unknown,10,10,0,None,,,0,10,10,10,52.85212600004161,,,,,,,,,52.84388660005061,53.83548629999859,54.78166620002594,54.74531020002905,54.77937210001983,54.78166620002594,54.78166620002594,56.75270910002291,None,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,12,faces/unknown/unknown_159.jpg,unknown,11,11,0,None,,,0,11,11,11,56.76052609999897,,,,,,,,,56.752866200054996,57.7440118000377,58.62302700005239,58.58652650000295,58.62099340005079,58.62302700005239,58.62302700005239,60.59381580003537,None,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,13,faces/unknown/unknown_246.jpg,unknown,12,12,0,None,,,0,12,12,12,60.60197690001223,,,,,,,,,60.59404280001763,61.57736980001209,62.59057820000453,62.56116640003165,62.58854180003982,62.59057820000453,62.59057820000453,64.5691912000184,None,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
1,14,faces/unknown/unknown_186.jpg,unknown,13,13,0,None,,,0,13,13,13,64.57730270002503,,,,,,,,,64.56935100001283,65.55236480000895,66.50097630004166,66.46134580002399,66.49899089999963,66.50097630004166,66.50097630004166,68.46959480002988,None,,,,,,,,101,001,2025-05-07_17h35.50.641,project,2024.2.4,119.918024056723,2025-05-07 17h40.00.216903 +0700,
